accident_id,num_vehicles,num_casualties,accident_severity,accident_damages,police_department,police_attended,urban_vs_rural,road_type,road_conditions,weather_conditions,light_conditions,date,year,weekday,hour,longitude,latitude
201105EE04762,2,1,Slight,474,Merseyside,No,Rural,Roundabout,Dry,Fine,Daylight,10/08/2011,2011,3-Wednesday,18,-3.018717,53.333694
2009219009584,1,1,Slight,587,Staffordshire,Yes,Urban,Single carriageway,Ice,Fine,Darkness,24/12/2009,2009,4-Thursday,0,-1.630281,52.790201
2015405DA0128,2,1,Slight,1332,Bedfordshire,Yes,Urban,Single carriageway,Wet,Fine,Daylight,11/02/2015,2015,3-Wednesday,13,-0.653036,51.913694
200997AE00612,2,3+,Slight,937.5,Strathclyde,Yes,Urban,Single carriageway,Wet,Fine,Darkness,06/12/2009,2009,7-Sunday,16,-4.322629,55.889266
201201GD10549,1,2,Slight,589.5,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,14/09/2012,2012,5-Friday,19,-0.076857,51.538985
2006130799706,2,1,Slight,397.5,West Yorkshire,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,10/09/2006,2006,7-Sunday,0,-1.486492,53.823938
201450EL2S009,1,1,Slight,137,Devon and Cornwall,Yes,Urban,Roundabout,Dry,Fine,Daylight,01/04/2014,2014,2-Tuesday,13,-4.099104,50.415622
2010352109210,3+,3+,Serious,15171,Cambridgeshire,Yes,Rural,Single carriageway,Dry,Fine,Darkness,01/09/2010,2010,3-Wednesday,21,0.301325,52.367145
200901CW12316,3+,1,Serious,15482,Metropolitan Police,Yes,Urban,Single carriageway,Wet,Fine,Darkness,31/10/2009,2009,6-Saturday,4,-0.167833,51.51787
201504WB15366,1,1,Serious,8129,Lancashire,Yes,Rural,Dual carriageway,Wet,Raining,Darkness,05/10/2015,2015,1-Monday,19,-2.744585,53.889329
2013400DA0347,2,2,Slight,1514,Bedfordshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,16/05/2013,2013,4-Thursday,8,-0.490996,51.921899
2005950010974,2,2,Slight,1372,Lothian and Borders,Yes,Rural,Single carriageway,Dry,Fine,Daylight,07/12/2005,2005,3-Wednesday,9,-3.150888,55.924126
2006360036804,1,1,Slight,384,Norfolk,Yes,Urban,Single carriageway,Dry,Fine,Daylight,29/07/2006,2006,6-Saturday,10,1.326356,52.636464
200842I193005,2,1,Slight,4.5,Essex,Yes,Urban,Single carriageway,Dry,Fine,Daylight,31/05/2008,2008,6-Saturday,8,0.718433,51.542942
201063CP14910,1,1,Slight,487,Dyfed-Powys,No,Urban,Single carriageway,Dry,Fine,Daylight,10/06/2010,2010,4-Thursday,15,-4.977513,51.791184
2014074141961,2,1,Slight,193.5,Cheshire,No,Urban,Single carriageway,Dry,Fine,Daylight,19/05/2014,2014,1-Monday,16,-2.734519,53.357464
2005330501541,2,1,Slight,1455,Leicestershire,No,Urban,Roundabout,Snow,Snowing,Daylight,25/02/2005,2005,5-Friday,14,-1.189943,52.633653
200801VW40007,2,1,Slight,520.5,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,07/01/2008,2008,1-Monday,19,-0.20627,51.41262
200901XH30417,3+,3+,Slight,1584,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,20/06/2009,2009,6-Saturday,11,-0.417632,51.604775
2008530196632,2,1,Slight,286.5,Gloucestershire,No,Rural,Roundabout,Dry,Fine,Darkness,19/11/2008,2008,3-Wednesday,18,-2.122773,51.897161
201201EO40152,2,2,Slight,1454,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Darkness,18/03/2012,2012,7-Sunday,3,-0.110676,51.568491
20104100D0995,2,1,Slight,18,Hertfordshire,Yes,Urban,Single carriageway,Wet,Fog,Daylight,25/11/2010,2010,4-Thursday,7,-0.494549,51.732845
201514K009415,2,1,Slight,1359,South Yorkshire,No,Urban,Dual carriageway,Dry,Fog,Daylight,12/01/2015,2015,1-Monday,9,-1.493537,53.420593
2009070342351,3+,2,Slight,230,Cheshire,No,Rural,Dual carriageway,Dry,Fine,Daylight,29/10/2009,2009,4-Thursday,10,-2.397544,53.294233
2006470608063,2,1,Slight,187.5,Sussex,No,Urban,Single carriageway,Dry,Fine,Daylight,18/09/2006,2006,1-Monday,18,-0.17351,51.122719
2005030002745,2,3+,Slight,1980,Cumbria,Yes,Rural,Single carriageway,Wet,Raining,Daylight,18/08/2005,2005,4-Thursday,19,-3.424787,54.660223
200805BB28598,2,1,Slight,1408.5,Merseyside,No,Urban,Single carriageway,Wet,Raining,Darkness,29/10/2008,2008,3-Wednesday,23,-2.966957,53.653952
201111SK10871,1,1,Fatal,89477,Durham,Yes,Rural,Single carriageway,Dry,Fine,Daylight,06/05/2011,2011,5-Friday,8,-1.426861,54.682164
201097QB03902,2,1,Slight,655.5,Strathclyde,Yes,Rural,Single carriageway,Dry,Fine,Daylight,21/02/2010,2010,7-Sunday,15,-4.005678,55.725161
200514B094605,2,1,Slight,466.5,South Yorkshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,14/07/2005,2005,4-Thursday,16,-1.410857,53.594836
2007950007577,1,1,Slight,944,Lothian and Borders,Yes,Urban,Single carriageway,Dry,Fine,Daylight,05/09/2007,2007,3-Wednesday,19,-3.278289,55.934192
200604BA06002,2,1,Slight,436.5,Lancashire,Yes,Urban,Single carriageway,Ice,Fine,Daylight,04/01/2006,2006,3-Wednesday,8,-2.791548,54.038413
2011370115111,3+,1,Slight,898,Suffolk,Yes,Rural,Single carriageway,Wet,Fine,Daylight,16/03/2011,2011,3-Wednesday,8,0.920307,52.151829
2013961302328,3+,1,Slight,995,Central,Yes,Urban,Single carriageway,Wet,Raining,Darkness,18/12/2013,2013,3-Wednesday,17,-3.825003,56.013083
2008070162727,1,1,Slight,680,Cheshire,Yes,Rural,Single carriageway,Wet,Raining,Daylight,01/06/2008,2008,7-Sunday,15,-2.492827,53.451722
2006030003812,2,1,Slight,294,Cumbria,Yes,Rural,Single carriageway,Dry,Fine,Darkness,08/12/2006,2006,5-Friday,17,-3.572559,54.572469
2009460182179,2,1,Slight,1209,Kent,Yes,Rural,Dual carriageway,Wet,Fine,Daylight,09/12/2009,2009,3-Wednesday,8,1.069282,51.264711
201423S031018,2,1,Slight,1009.5,Warwickshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,07/09/2014,2014,7-Sunday,10,-1.737246,52.204041
200650B51E009,2,1,Fatal,43881,Devon and Cornwall,Yes,Rural,Dual carriageway,Wet,Fine,Daylight,06/04/2006,2006,4-Thursday,11,-4.408265,50.422583
200706L082731,1,1,Slight,84,Greater Manchester,Yes,Urban,Single carriageway,Dry,Fine,Daylight,06/11/2007,2007,2-Tuesday,8,-2.560936,53.512186
201360P039262,1,1,Slight,199,North Wales,Yes,Rural,Single carriageway,Wet,Raining,Darkness,14/03/2013,2013,4-Thursday,19,-3.182806,53.190506
201342I035802,2,3+,Slight,2350,Essex,No,Rural,Dual carriageway,Wet,Fog,Darkness,09/02/2013,2013,6-Saturday,22,0.02022,51.678144
201106B046045,2,1,Slight,1038,Greater Manchester,No,Urban,Single carriageway,Dry,Fine,Daylight,10/05/2011,2011,2-Tuesday,8,-2.205692,53.466988
200537B023118,2,2,Slight,1260,Suffolk,Yes,Rural,Roundabout,Dry,Fine,Daylight,18/08/2005,2005,4-Thursday,12,0.673116,52.257247
2011331101371,2,1,Slight,1396.5,Leicestershire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,07/03/2011,2011,1-Monday,17,-1.103867,52.666387
200650B21N415,1,3+,Slight,2010,Devon and Cornwall,Yes,Rural,Single carriageway,Dry,Fine,Darkness,25/10/2006,2006,3-Wednesday,21,-4.340359,50.626977
201414K122814,2,1,Serious,12451.5,South Yorkshire,No,Urban,Single carriageway,Wet,Fine,Darkness,22/05/2014,2014,4-Thursday,2,-1.511775,53.374105
201501VK30233,2,1,Slight,1168.5,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,19/06/2015,2015,5-Friday,16,-0.301786,51.408433
2006460130382,2,1,Slight,480,Kent,Yes,Rural,Single carriageway,Dry,Fine,Daylight,01/09/2006,2006,5-Friday,11,1.265463,51.113585
20144100G0057,1,1,Slight,633,Hertfordshire,Yes,Rural,Dual carriageway,Wet,Raining,Darkness,30/01/2014,2014,4-Thursday,18,-0.374173,51.919174
201497QD00411,3+,3+,Serious,27420,Strathclyde,Yes,Urban,Single carriageway,Wet,Fine,Daylight,03/11/2014,2014,1-Monday,10,-4.215559,55.819394
201106B045414,1,1,Slight,50,Greater Manchester,Yes,Urban,Dual carriageway,Wet,Fog,Daylight,04/04/2011,2011,1-Monday,16,-2.198099,53.460431
201101XD80124,1,1,Slight,84,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,14/03/2011,2011,1-Monday,15,-0.335284,51.510924
2010440392865,2,2,Slight,1062,Hampshire,No,Urban,Single carriageway,Dry,Fine,Daylight,15/09/2010,2010,3-Wednesday,8,-1.137325,51.261853
2012450000267,2,1,Slight,1383,Surrey,Yes,Urban,Single carriageway,Wet,Fine,Daylight,12/11/2012,2012,1-Monday,8,-0.77561,51.200654
2010130001980,2,1,Slight,1450.5,West Yorkshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,18/03/2010,2010,4-Thursday,12,-1.29226,53.67545
2010331003243,1,1,Slight,871,Leicestershire,Yes,Urban,One way street,Dry,Fine,Daylight,09/06/2010,2010,3-Wednesday,11,-1.130396,52.63359
200601KG70086,2,1,Slight,1455,Metropolitan Police,No,Urban,Single carriageway,Dry,Fine,Darkness,28/02/2006,2006,2-Tuesday,16,0.08123,51.539793
201032C366210,1,2,Slight,394.5,Lincolnshire,Yes,Rural,Single carriageway,Wet,Fog,Darkness,26/11/2010,2010,5-Friday,18,-0.230983,53.168588
2015520505081,2,1,Slight,42,Avon and Somerset,Yes,Urban,Single carriageway,Dry,Fine,Daylight,28/04/2015,2015,2-Tuesday,20,-2.643002,50.941084
201343R056053,2,1,Slight,21,Thames Valley,No,Urban,Roundabout,Dry,Fine,Daylight,02/05/2013,2013,4-Thursday,18,-0.711122,51.503787
201497KA02103,1,1,Slight,937,Strathclyde,No,Urban,Single carriageway,Dry,Fine,Daylight,17/03/2014,2014,1-Monday,7,-4.406433,55.843004
200554DE24405,2,1,Slight,348,Wiltshire,No,Urban,Roundabout,Dry,Fine,Daylight,08/06/2005,2005,3-Wednesday,15,-1.75049,51.571386
201320W043403,1,1,Slight,822,West Midlands,No,Urban,Single carriageway,Dry,Fine,Darkness,30/08/2013,2013,5-Friday,4,-1.913543,52.476099
200506K029711,2,3+,Serious,19194,Greater Manchester,Yes,Rural,Single carriageway,Dry,Fine,Daylight,24/06/2005,2005,5-Friday,13,-2.384057,53.629826
200743S067127,2,2,Slight,1830,Thames Valley,Yes,Rural,Roundabout,Dry,Fine,Daylight,12/12/2007,2007,3-Wednesday,14,-0.699795,52.058543
200543P355125,2,1,Slight,867,Thames Valley,Yes,Rural,Dual carriageway,Ice,Fine,Daylight,28/12/2005,2005,3-Wednesday,10,-1.116849,51.878896
201401QK50451,1,1,Serious,7983,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,25/06/2014,2014,3-Wednesday,18,-0.246675,51.532924
200950JN2B026,1,1,Slight,695,Devon and Cornwall,No,Urban,Single carriageway,Dry,Fine,Daylight,24/09/2009,2009,4-Thursday,17,-3.596456,50.559684
201401VW40158,1,1,Serious,5999,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,02/04/2014,2014,3-Wednesday,16,-0.13273,51.399871
20054100F4045,2,2,Slight,656,Hertfordshire,No,Urban,Single carriageway,Dry,Fine,Darkness,16/01/2005,2005,7-Sunday,18,-0.285974,51.718567
200543P152025,2,3+,Serious,24610,Thames Valley,Yes,Rural,Single carriageway,Wet,Raining,Darkness,12/02/2005,2005,6-Saturday,19,-1.328367,51.869324
20151324G0760,2,1,Slight,532.5,West Yorkshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,16/04/2015,2015,4-Thursday,13,-1.472803,53.836789
2009470902301,3+,2,Slight,1945,Sussex,Yes,Urban,Single carriageway,Dry,Fine,Daylight,01/04/2009,2009,3-Wednesday,17,0.494255,50.845407
200532B008505,1,2,Slight,678,Lincolnshire,Yes,Rural,Single carriageway,Snow,Snowing,Darkness,24/01/2005,2005,1-Monday,6,-0.225975,52.817702
2012546676012,2,1,Slight,39,Wiltshire,No,Urban,Dual carriageway,Dry,Fine,Daylight,27/07/2012,2012,5-Friday,20,-1.781061,51.062862
200604TA06067,2,3+,Slight,2946,Lancashire,Yes,Rural,Dual carriageway,Wet,Raining,Daylight,25/03/2006,2006,6-Saturday,16,-2.646862,53.747522
201401PY20297,2,1,Slight,4.5,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,15/05/2014,2014,4-Thursday,18,0.021855,51.397395
201443P189034,3+,3+,Slight,2304,Thames Valley,Yes,Rural,Single carriageway,Dry,Fine,Daylight,21/03/2014,2014,5-Friday,16,-0.981325,51.755184
200637B025223,1,1,Slight,401,Suffolk,Yes,Urban,Single carriageway,Dry,Fine,Darkness,15/05/2006,2006,1-Monday,19,0.750676,52.037379
2010130002941,2,1,Slight,216,West Yorkshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,22/04/2010,2010,4-Thursday,16,-1.718248,53.788754
201531C230515,1,1,Slight,654,Nottinghamshire,Yes,Urban,One way street,Wet,Fog,Darkness,02/11/2015,2015,1-Monday,17,-1.136381,52.95305
2006130771506,2,1,Slight,450,West Yorkshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,29/08/2006,2006,2-Tuesday,17,-1.286569,53.707595
200837B040871,2,1,Serious,7672.5,Suffolk,No,Urban,Single carriageway,Dry,Fine,Daylight,08/10/2008,2008,3-Wednesday,17,0.716768,52.247347
2011100668411,2,1,Slight,1047,Northumbria,Yes,Urban,Dual carriageway,Wet,Fine,Darkness,04/11/2011,2011,5-Friday,19,-1.623359,54.96844
2014051400737,2,3+,Slight,231,Merseyside,Yes,Urban,Single carriageway,Dry,Fine,Darkness,20/12/2014,2014,6-Saturday,17,-2.733977,53.444795
201231B114912,2,3+,Slight,560,Nottinghamshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,13/05/2012,2012,7-Sunday,17,-0.759698,53.08929
200920G049102,2,2,Slight,44,West Midlands,No,Urban,Dual carriageway,Dry,Fine,Daylight,08/09/2009,2009,2-Tuesday,12,-2.089528,52.570312
200704CM07027,1,1,Slight,329,Lancashire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,05/02/2007,2007,1-Monday,8,-2.697979,53.730067
201001MM70056,2,1,Slight,118.5,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Darkness,23/01/2010,2010,6-Saturday,19,-0.092226,51.461089
200843N019128,2,1,Slight,795,Thames Valley,No,Urban,Single carriageway,Ice,Fine,Darkness,02/12/2008,2008,2-Tuesday,7,-0.713349,51.661891
201320H002423,2,1,Slight,9,West Midlands,Yes,Urban,Single carriageway,Dry,Fine,Daylight,03/03/2013,2013,7-Sunday,10,-1.918015,52.605019
2015075364639,1,2,Serious,3738,Cheshire,Yes,Urban,Single carriageway,Dry,Fine,Darkness,06/12/2015,2015,7-Sunday,17,-2.772637,53.364432
2012231038712,2,1,Slight,49.5,Warwickshire,No,Urban,Single carriageway,Dry,Fine,Daylight,22/04/2012,2012,7-Sunday,14,-1.580315,52.283837
2011130404821,2,1,Slight,963,West Yorkshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,02/09/2011,2011,5-Friday,16,-1.34855,53.608265
2012552D14493,1,1,Slight,760,Dorset,No,Urban,Dual carriageway,Dry,Fine,Daylight,05/04/2012,2012,4-Thursday,13,-1.740453,50.744711
2010130525270,1,1,Serious,3740,West Yorkshire,Yes,Urban,Single carriageway,Wet,Fine,Daylight,09/12/2010,2010,4-Thursday,11,-1.80858,53.651232
2007460148936,2,1,Slight,174,Kent,Yes,Rural,Single carriageway,Dry,Fine,Daylight,30/10/2007,2007,2-Tuesday,10,0.353357,51.315748
2015440135302,2,1,Slight,1377,Hampshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,22/04/2015,2015,3-Wednesday,16,-1.447659,50.926668
200501LX51400,1,1,Serious,2126,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Darkness,15/12/2005,2005,4-Thursday,18,-0.123464,51.485693
201406J087008,2,1,Slight,504,Greater Manchester,Yes,Urban,Single carriageway,Wet,Fine,Daylight,22/05/2014,2014,4-Thursday,11,-2.082402,53.423578
2015460256220,2,1,Slight,106.5,Kent,Yes,Rural,Single carriageway,Dry,Fine,Daylight,12/05/2015,2015,2-Tuesday,18,0.625285,51.359967
201301KG70216,2,1,Slight,1402.5,Metropolitan Police,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,10/07/2013,2013,3-Wednesday,7,0.109898,51.532897
201201KG70417,2,2,Slight,1564,Metropolitan Police,No,Urban,Roundabout,Dry,Fine,Darkness,09/11/2012,2012,5-Friday,19,0.130216,51.551144
2007440085356,2,1,Slight,351,Hampshire,No,Urban,Single carriageway,Wet,Raining,Daylight,22/02/2007,2007,4-Thursday,15,-1.489099,50.91915
200701ZD68162,1,1,Slight,8,Metropolitan Police,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,06/07/2007,2007,5-Friday,12,-0.094975,51.36392
2005030000362,2,1,Slight,598.5,Cumbria,Yes,Rural,Dual carriageway,Wet,Raining,Daylight,18/02/2005,2005,5-Friday,7,-2.976956,54.267232
2008130385808,1,1,Slight,457,West Yorkshire,No,Urban,Single carriageway,Dry,Fine,Daylight,08/05/2008,2008,4-Thursday,12,-1.677581,53.707937
200701CW10003,2,1,Slight,1095,Metropolitan Police,No,Urban,Single carriageway,Wet,Fine,Darkness,19/01/2007,2007,5-Friday,17,-0.174528,51.523459
200601EO40783,2,2,Slight,1844,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,25/07/2006,2006,2-Tuesday,16,-0.100429,51.53739
200701EO40529,2,1,Slight,940.5,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,08/09/2007,2007,6-Saturday,20,-0.126098,51.551382
201145GU60227,2,2,Slight,1482,Surrey,Yes,Urban,Single carriageway,Dry,Fine,Darkness,17/04/2011,2011,7-Sunday,19,-0.722651,51.273529
201197LB70403,1,1,Serious,8410,Strathclyde,Yes,Rural,Single carriageway,Wet,Raining,Darkness,10/03/2011,2011,4-Thursday,17,-5.42277,55.899717
200805EE24166,2,1,Slight,1438.5,Merseyside,Yes,Urban,Single carriageway,Wet,Fine,Daylight,01/04/2008,2008,2-Tuesday,13,-2.967908,53.43093
200820J054602,2,1,Serious,6519,West Midlands,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,04/09/2008,2008,4-Thursday,16,-2.113461,52.467624
201243R072122,1,1,Slight,248,Thames Valley,Yes,Urban,Single carriageway,Dry,Fine,Daylight,05/12/2012,2012,3-Wednesday,11,-0.589822,51.509674
201232E240312,1,1,Slight,223,Lincolnshire,Yes,Rural,Single carriageway,Wet,Fine,Daylight,28/08/2012,2012,2-Tuesday,6,0.262387,53.249786
200697UC06006,2,1,Slight,1462.5,Strathclyde,Yes,Urban,Single carriageway,Dry,Fine,Daylight,24/06/2006,2006,6-Saturday,14,-4.515244,55.612861
201443P092104,2,1,Slight,225,Thames Valley,Yes,Urban,Roundabout,Wet,Raining,Daylight,08/10/2014,2014,3-Wednesday,7,-1.210666,51.728724
2008610071308,2,1,Slight,1026,Gwent,Yes,Urban,Single carriageway,Dry,Fine,Daylight,29/09/2008,2008,1-Monday,12,-2.672971,51.641834
200543N252025,2,3+,Serious,22077,Thames Valley,Yes,Rural,Dual carriageway,Wet,Fog,Daylight,22/02/2005,2005,2-Tuesday,7,-0.524231,51.572802
2008330802379,2,2,Serious,11604,Leicestershire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,07/04/2008,2008,1-Monday,14,-1.062919,52.624265
2008070038900,3+,1,Slight,1184,Cheshire,Yes,Rural,Single carriageway,Wet,Fine,Darkness,08/02/2008,2008,5-Friday,1,-2.729717,53.294461
2015405DA0786,2,1,Serious,11862,Bedfordshire,Yes,Rural,Single carriageway,Dry,Fine,Darkness,02/10/2015,2015,5-Friday,6,-0.509247,52.031602
2006557E00006,1,1,Slight,464,Dorset,Yes,Urban,Dual carriageway,Wet,Fine,Darkness,27/12/2006,2006,3-Wednesday,19,-1.745131,50.744541
2009160C07580,2,1,Slight,391.5,Humberside,No,Rural,Single carriageway,Ice,Fine,Daylight,11/12/2009,2009,5-Friday,10,-0.806198,53.925253
200520M068303,1,1,Slight,632,West Midlands,Yes,Urban,Single carriageway,Dry,Fine,Daylight,10/10/2005,2005,1-Monday,18,-1.493705,52.418947
2015331501550,2,2,Slight,1462,Leicestershire,Yes,Rural,Single carriageway,Wet,Fine,Daylight,22/09/2015,2015,2-Tuesday,15,-0.721853,52.714731
200901GD10751,2,1,Slight,1000.5,Metropolitan Police,Yes,Urban,Single carriageway,Wet,Fine,Darkness,14/11/2009,2009,6-Saturday,16,-0.071069,51.549681
200791NN35698,2,1,Slight,1492.5,Northern,Yes,Rural,Single carriageway,Dry,Fine,Daylight,30/09/2007,2007,7-Sunday,12,-4.337517,57.410282
201401EO40174,2,1,Slight,195,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,16/03/2014,2014,7-Sunday,12,-0.116031,51.529729
201101JC30429,2,1,Slight,996,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,09/09/2011,2011,5-Friday,19,-0.016238,51.599845
201501WW50203,2,1,Slight,1221,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,06/03/2015,2015,5-Friday,15,-0.182685,51.463929
201006G036136,1,1,Slight,514,Greater Manchester,Yes,Urban,Single carriageway,Wet,Raining,Daylight,18/09/2010,2010,6-Saturday,17,-2.074655,53.451277
201431D095014,2,1,Slight,1153.5,Nottinghamshire,No,Urban,Single carriageway,Dry,Fine,Daylight,10/05/2014,2014,6-Saturday,14,-1.128042,52.938666
200501YE80619,2,1,Slight,660,Metropolitan Police,No,Urban,Single carriageway,Dry,Fine,Daylight,15/07/2005,2005,5-Friday,18,-0.119536,51.616024
2009460167559,2,1,Slight,385.5,Kent,Yes,Rural,Dual carriageway,Dry,Fine,Darkness,10/01/2009,2009,6-Saturday,22,0.253998,51.460967
200601CW10319,1,1,Slight,167,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,05/01/2006,2006,4-Thursday,15,-0.13308,51.511206
201534NK05865,1,1,Slight,338,Northamptonshire,No,Urban,One way street,Dry,Fine,Daylight,06/03/2015,2015,5-Friday,15,-0.723345,52.400253
200906KF16147,1,1,Slight,686,Greater Manchester,Yes,Urban,Single carriageway,Wet,Raining,Daylight,27/05/2009,2009,3-Wednesday,19,-2.40979,53.538777
2008440545644,2,1,Slight,919.5,Hampshire,Yes,Urban,Single carriageway,Wet,Fine,Daylight,09/12/2008,2008,2-Tuesday,9,-1.194772,50.84375
200534ND05134,1,3+,Slight,742,Northamptonshire,Yes,Rural,Single carriageway,Wet,Raining,Daylight,24/10/2005,2005,1-Monday,14,-1.025616,52.294282
201037G028607,1,1,Slight,506,Suffolk,Yes,Urban,One way street,Wet,Snowing,Daylight,11/01/2010,2010,1-Monday,14,1.152589,52.055994
200701RY10164,3+,3+,Slight,576,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,18/04/2007,2007,3-Wednesday,14,0.160289,51.470376
200601HT20460,1,1,Slight,802,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,01/08/2006,2006,2-Tuesday,13,-0.046855,51.529047
2006460022291,2,1,Slight,900,Kent,Yes,Urban,Single carriageway,Dry,Fine,Daylight,29/01/2006,2006,7-Sunday,15,0.553655,51.392314
200501TB00254,2,1,Slight,7.5,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,11/07/2005,2005,1-Monday,10,-0.279175,51.508405
200701LX50569,1,1,Serious,4671,Metropolitan Police,Yes,Urban,Single carriageway,Wet,Fine,Daylight,16/11/2007,2007,5-Friday,8,-0.118771,51.456212
2005131039605,3+,1,Slight,1452,West Yorkshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,12/11/2005,2005,6-Saturday,10,-1.715183,53.680977
201131C015911,2,3+,Slight,1119,Nottinghamshire,Yes,Urban,Single carriageway,Dry,Fine,Darkness,17/01/2011,2011,1-Monday,18,-1.123546,52.953492
200797ND02705,3+,1,Slight,874,Strathclyde,Yes,Urban,Roundabout,Dry,Fine,Daylight,22/05/2007,2007,2-Tuesday,18,-4.040334,55.821653
201001XD80176,3+,1,Slight,1494,Metropolitan Police,Yes,Urban,Dual carriageway,Wet,Fine,Daylight,12/03/2010,2010,5-Friday,6,-0.36251,51.539363
2005130070205,2,1,Slight,1116,West Yorkshire,No,Urban,Single carriageway,Wet,Fine,Darkness,26/01/2005,2005,3-Wednesday,20,-1.577801,53.656842
200520J063801,2,1,Slight,412.5,West Midlands,No,Urban,Roundabout,Dry,Fine,Daylight,25/06/2005,2005,6-Saturday,14,-2.099073,52.484539
2011460205692,2,1,Slight,763.5,Kent,No,Urban,Single carriageway,Dry,Fine,Darkness,06/10/2011,2011,4-Thursday,18,0.475302,51.386891
201537EA94006,2,1,Slight,525,Suffolk,Yes,Rural,Single carriageway,Dry,Fine,Daylight,27/09/2015,2015,7-Sunday,11,0.907431,52.293312
2014074370064,2,1,Slight,102,Cheshire,No,Rural,Single carriageway,Wet,Raining,Darkness,14/12/2014,2014,7-Sunday,18,-2.470329,53.293322
2007100493007,2,1,Slight,1029,Northumbria,Yes,Urban,Single carriageway,Wet,Fine,Daylight,17/07/2007,2007,2-Tuesday,17,-1.375501,54.905502
201201WW50695,2,1,Slight,495,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,29/08/2012,2012,3-Wednesday,8,-0.159026,51.435988
2005520096610,2,1,Slight,460.5,Avon and Somerset,Yes,Rural,Single carriageway,Dry,Fine,Daylight,22/07/2005,2005,5-Friday,16,-3.013968,51.092661
201214C135712,2,1,Slight,34.5,South Yorkshire,Yes,Rural,Single carriageway,Wet,Fine,Daylight,04/12/2012,2012,2-Tuesday,9,-1.391002,53.493973
2011930003096,2,1,Slight,1389,Tayside,Yes,Rural,Single carriageway,Dry,Fine,Daylight,26/09/2011,2011,1-Monday,14,-3.486985,56.416182
2013530207998,3+,3+,Slight,269.5,Gloucestershire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,25/08/2013,2013,7-Sunday,9,-1.827147,51.834728
2005445KK0022,1,1,Slight,585,Hampshire,Yes,Urban,Dual carriageway,Dry,Fog,Daylight,05/01/2005,2005,3-Wednesday,16,-1.090985,50.797663
2009230990199,2,2,Slight,784,Warwickshire,Yes,Rural,Single carriageway,Dry,Fine,Darkness,16/02/2009,2009,1-Monday,19,-1.916288,52.270402
2013100556213,2,1,Slight,912,Northumbria,Yes,Rural,Single carriageway,Wet,Raining,Daylight,14/10/2013,2013,1-Monday,9,-1.900464,54.968552
200730A000093,2,2,Slight,1200,Derbyshire,No,Urban,Single carriageway,Dry,Fog,Daylight,13/02/2007,2007,2-Tuesday,15,-1.372206,53.009632
2015450022244,1,1,Slight,864,Surrey,Yes,Rural,Dual carriageway,Dry,Fine,Daylight,02/03/2015,2015,1-Monday,16,-0.706874,51.140659
201050JI4M003,2,1,Slight,382.5,Devon and Cornwall,No,Rural,Single carriageway,Dry,Fine,Daylight,14/03/2010,2010,7-Sunday,7,-3.983169,50.384287
